,Rooms,Price,Total Space,Living Space,Kitchen Space,City center distance,Metro distance,Walk,Telephone,Balcon,Floor,Floor Number,Market Type
0,2,37500000.0,64.0,44.0,8.0,3.270198546392179,2.0,1.0,0.0,0.0,3.0,11.0,0.0
1,3,76483680.0,95.0,65.0,2.0,4.611823729064457,10.0,1.0,1.0,0.0,3.0,5.0,0.0
2,3,23000000.0,62.0,41.0,7.0,1.3493257708447401,6.0,1.0,1.0,0.0,2.0,3.0,0.0
3,1,4403057.0,22.0,22.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,22.0,0.0
4,1,4585315.0,17.0,17.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,17.0,0.0
5,1,4814581.0,17.0,10.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,2.0,5.0,0.0
6,1,4814581.0,17.0,17.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,2.0,6.0,0.0
7,5,332704008.0,261.0,160.0,3.0,1.28855900165956,5.0,1.0,0.0,0.0,3.0,7.0,0.0
8,1,5377566.0,18.0,10.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,5.0,5.0,0.0
9,1,5377566.0,18.0,18.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,5.0,18.0,0.0
10,1,5496232.0,23.0,23.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,2.0,6.0,0.0
11,1,5300000.0,32.0,20.0,7.0,4.250155997503762,4.0,1.0,1.0,0.0,1.0,9.0,0.0
12,1,5550000.0,37.0,20.0,9.0,4.9785121561504235,10.0,1.0,0.0,0.0,1.0,1.0,0.0
13,5,369725296.0,291.0,157.0,3.0,1.28855900165956,5.0,1.0,0.0,0.0,2.0,7.0,0.0
14,1,5999000.0,30.0,16.0,6.0,6.0977345094656545,0.0,0.0,1.0,0.0,3.0,5.0,0.0
15,1,6000000.0,32.0,20.0,6.0,5.188325132583057,10.0,1.0,0.0,0.0,5.0,5.0,0.0
16,1,6000000.0,35.0,20.0,10.0,6.058362842223083,13.0,1.0,0.0,0.0,1.0,12.0,0.0
17,1,6000000.0,35.0,20.0,9.0,4.000198465306583,0.0,0.0,1.0,0.0,12.0,12.0,0.0
18,1,6100000.0,34.0,21.0,8.0,4.25501143115856,12.0,1.0,1.0,0.0,2.0,5.0,0.0
19,1,6100000.0,36.0,20.0,10.0,4.000198465306583,10.0,1.0,1.0,0.0,12.0,12.0,0.0
20,1,6258687.0,25.0,15.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,4.0,4.0,0.0
21,1,6300000.0,35.0,18.0,8.0,4.928608396776192,0.0,0.0,1.0,1.0,1.0,4.0,0.0
22,1,6325576.0,30.0,17.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,3.0,4.0,0.0
23,1,6325576.0,29.0,29.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,3.0,6.0,0.0
24,1,6437035.0,33.0,18.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,3.0,4.0,0.0
25,1,6449418.0,28.0,16.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,4.0,4.0,0.0
26,1,6467402.0,28.0,28.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,28.0,0.0
27,1,6500000.0,36.0,20.0,6.0,6.129745685231975,11.0,1.0,1.0,0.0,2.0,5.0,0.0
28,2,60993000.0,67.0,44.0,5.0,1.320487072696269,1.0,1.0,1.0,1.0,3.0,6.0,0.0
29,4,140220080.0,200.0,85.0,20.0,3.052875233954744,0.0,0.0,0.0,1.0,22.0,22.0,0.0
30,3,96390000.0,153.0,0.0,1.0,2.3437680518296795,5.0,1.0,1.0,0.0,6.0,9.0,0.0
31,1,6577730.0,28.0,28.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,28.0,0.0
32,1,6600000.0,34.0,18.0,10.0,6.335561544717139,10.0,1.0,1.0,0.0,2.0,12.0,0.0
33,1,6600000.0,33.0,20.0,5.0,4.431176102547718,5.0,1.0,0.0,0.0,5.0,9.0,0.0
34,2,6600000.0,33.0,18.0,6.0,4.431176102547718,5.0,1.0,0.0,0.0,5.0,9.0,0.0
35,1,6800000.0,27.0,17.0,5.0,5.0643260388483755,10.0,1.0,0.0,1.0,4.0,5.0,0.0
36,1,6800000.0,31.0,19.0,7.0,4.88576751137642,15.0,1.0,0.0,0.0,4.0,5.0,0.0
37,1,6850000.0,32.0,17.0,8.0,4.108880378301199,9.0,1.0,0.0,0.0,9.0,12.0,0.0
38,1,6900000.0,34.0,19.0,9.0,2.682218423183688,5.0,1.0,0.0,0.0,3.0,16.0,0.0
39,1,6934500.0,34.0,0.0,1.0,2.682218423183688,5.0,1.0,0.0,0.0,8.0,16.0,0.0
40,1,7000000.0,36.0,20.0,10.0,3.9796680025592592,15.0,1.0,0.0,0.0,4.0,12.0,0.0
41,2,7000000.0,35.0,22.0,5.0,4.467384874053884,10.0,1.0,0.0,0.0,2.0,9.0,0.0
42,1,7007958.0,31.0,31.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,31.0,0.0
43,2,7021000.0,41.0,27.0,3.0,4.199783454105702,0.0,0.0,1.0,0.0,5.0,19.0,0.0
44,2,7050000.0,34.0,22.0,6.0,4.467384874053884,16.0,1.0,0.0,0.0,5.0,9.0,0.0
45,1,7079400.0,34.0,19.0,9.0,2.682218423183688,5.0,1.0,0.0,0.0,8.0,16.0,0.0
46,1,7189943.0,30.0,30.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,30.0,0.0
47,1,7200000.0,31.0,18.0,6.0,4.325030374328131,4.0,1.0,0.0,1.0,2.0,9.0,0.0
48,1,7200000.0,35.0,20.0,9.0,4.872662840983983,10.0,1.0,0.0,0.0,10.0,12.0,0.0
49,1,7200000.0,27.0,25.0,1.0,5.0643260388483755,12.0,1.0,0.0,0.0,4.0,5.0,0.0
50,1,7200000.0,32.0,19.0,6.0,4.499356741907424,15.0,1.0,0.0,0.0,3.0,9.0,0.0
51,1,7220153.0,33.0,33.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,3.0,6.0,0.0
52,1,7240000.0,41.0,27.0,10.0,3.9585047833703344,0.0,0.0,1.0,0.0,29.0,44.0,0.0
53,1,7250000.0,41.0,0.0,1.0,3.9585047833703344,11.0,1.0,1.0,1.0,20.0,44.0,0.0
54,1,7269461.0,32.0,32.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,32.0,0.0
55,1,7280000.0,33.0,17.0,7.0,4.157522640749412,6.0,1.0,0.0,0.0,5.0,9.0,0.0
56,5,242198320.0,200.0,0.0,0.0,3.8579717924839882,6.0,1.0,1.0,1.0,3.0,5.0,0.0
57,3,26578079.0,87.0,58.0,9.0,2.2265540717489722,13.0,1.0,0.0,0.0,6.0,10.0,0.0
58,3,207143300.0,178.0,95.0,2.0,1.9911230634662316,3.0,1.0,1.0,0.0,3.0,10.0,0.0
59,2,7300000.0,38.0,24.0,6.0,4.467384874053884,10.0,1.0,1.0,1.0,2.0,9.0,0.0
60,1,7300000.0,32.0,19.0,6.0,3.059168284574188,0.0,0.0,0.0,0.0,4.0,5.0,0.0
61,2,7330000.0,47.0,29.0,6.0,5.201070241375643,15.0,1.0,0.0,0.0,2.0,5.0,0.0
62,1,7334891.0,32.0,32.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,32.0,0.0
63,2,7356800.0,41.0,27.0,3.0,4.199783454105702,0.0,0.0,1.0,0.0,4.0,19.0,0.0
64,2,7356800.0,42.0,23.0,3.0,4.199783454105702,0.0,0.0,1.0,0.0,5.0,19.0,0.0
65,2,7500000.0,45.0,30.0,6.0,5.130899888938819,15.0,1.0,1.0,0.0,5.0,5.0,0.0
66,1,7500000.0,35.0,17.0,8.0,4.872662840983983,10.0,1.0,0.0,0.0,9.0,12.0,0.0
67,1,7534606.0,34.0,34.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,34.0,0.0
68,1,7584028.0,33.0,33.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,33.0,0.0
69,2,7600000.0,38.0,24.0,6.0,5.211018015776042,0.0,0.0,1.0,0.0,7.0,9.0,0.0
70,2,7650000.0,43.0,36.0,6.0,4.841455189767108,10.0,1.0,1.0,0.0,2.0,5.0,0.0
71,2,7650000.0,43.0,36.0,6.0,4.841455189767108,15.0,1.0,1.0,0.0,2.0,5.0,0.0
72,1,7764334.0,32.0,18.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,4.0,4.0,0.0
73,1,7800000.0,32.0,21.0,6.0,3.642395664767832,4.0,1.0,0.0,0.0,3.0,5.0,0.0
74,2,7800000.0,44.0,31.0,6.0,6.0330689902558765,10.0,1.0,0.0,0.0,4.0,5.0,0.0
75,2,7800000.0,45.0,30.0,6.0,4.094884497095583,8.0,1.0,1.0,0.0,5.0,5.0,0.0
76,1,7800000.0,31.0,20.0,6.0,4.6131545796507485,13.0,1.0,1.0,0.0,7.0,9.0,0.0
77,1,7800000.0,35.0,20.0,10.0,4.236456869356771,5.0,1.0,1.0,0.0,8.0,12.0,0.0
78,1,7804265.0,35.0,35.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,35.0,0.0
79,1,7838741.0,34.0,34.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,34.0,0.0
80,1,7850000.0,24.0,15.0,4.0,2.133968894551312,4.0,1.0,0.0,0.0,3.0,5.0,0.0
81,2,7850000.0,43.0,29.0,5.0,4.565746861797722,7.0,1.0,0.0,0.0,5.0,5.0,0.0
82,1,7863878.0,29.0,29.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,2.0,6.0,0.0
83,1,7989174.0,28.0,0.0,1.0,4.079333572472215,9.0,1.0,1.0,0.0,2.0,6.0,0.0
84,3,80000000.0,113.0,74.0,15.0,1.8383905912914882,5.0,1.0,1.0,0.0,4.0,7.0,0.0
85,3,76000000.0,156.0,93.0,23.0,1.7313843311911583,8.0,1.0,0.0,0.0,5.0,7.0,0.0
86,1,12100000.0,36.0,18.0,9.0,2.883746764475803,10.0,1.0,0.0,0.0,9.0,12.0,0.0
87,1,7990000.0,55.0,40.0,10.0,4.079333572472215,5.0,1.0,1.0,0.0,2.0,5.0,0.0
88,1,8000000.0,38.0,17.0,8.0,4.981595292624496,13.0,1.0,0.0,0.0,5.0,14.0,0.0
89,1,8000000.0,37.0,20.0,9.0,4.526062002808053,15.0,1.0,1.0,0.0,2.0,14.0,0.0
90,2,8081363.0,55.0,30.0,0.0,4.079333572472215,6.0,1.0,1.0,0.0,2.0,5.0,0.0
91,1,8081363.0,55.0,25.0,1.0,4.079333572472215,6.0,1.0,1.0,0.0,2.0,5.0,0.0
92,1,8081363.0,55.0,55.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,55.0,0.0
93,1,8100000.0,35.0,15.0,9.0,4.17045334758063,0.0,0.0,1.0,1.0,2.0,17.0,0.0
94,1,8112552.0,39.0,39.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,39.0,0.0
95,3,8150000.0,56.0,40.0,6.0,2.5278410458312264,4.0,1.0,1.0,0.0,3.0,5.0,0.0
96,1,8157500.0,43.0,20.0,3.0,3.9585047833703344,7.0,1.0,1.0,0.0,3.0,44.0,0.0
97,2,8200000.0,44.0,32.0,5.0,4.284179099544877,7.0,1.0,1.0,0.0,7.0,9.0,0.0
98,1,8200000.0,40.0,20.0,8.0,4.979609615221208,15.0,1.0,1.0,0.0,2.0,5.0,0.0
99,1,8230204.0,30.0,0.0,1.0,4.079333572472215,9.0,1.0,1.0,0.0,5.0,6.0,0.0
100,2,7650000.0,36.0,21.0,5.0,4.231932282186649,13.0,1.0,1.0,0.0,8.0,9.0,0.0
101,1,8300000.0,35.0,17.0,10.0,4.53791671368877,0.0,0.0,1.0,1.0,7.0,12.0,0.0
102,2,8300000.0,40.0,27.0,7.0,2.961936391597006,9.0,1.0,1.0,0.0,3.0,6.0,0.0
103,2,8323802.0,55.0,55.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,2.0,6.0,0.0
104,1,8400000.0,32.0,19.0,5.0,3.6235560259899198,6.0,1.0,1.0,0.0,9.0,9.0,0.0
105,1,8400000.0,31.0,19.0,6.0,3.2479672201580816,7.0,1.0,1.0,0.0,5.0,5.0,0.0
106,1,8437054.0,39.0,39.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,2.0,6.0,0.0
107,1,8499650.0,43.0,0.0,3.0,3.9585047833703344,5.0,1.0,1.0,0.0,2.0,39.0,0.0
108,1,8500000.0,35.0,18.0,9.0,3.88946360780368,10.0,1.0,1.0,0.0,6.0,16.0,0.0
109,1,8500000.0,31.0,21.0,5.0,3.688432153624372,3.0,1.0,0.0,0.0,5.0,9.0,0.0
110,1,8500000.0,37.0,18.0,11.0,3.6842733333370563,5.0,1.0,1.0,0.0,6.0,17.0,0.0
111,2,8500000.0,42.0,26.0,5.0,3.2994260837341223,7.0,1.0,0.0,1.0,1.0,9.0,0.0
112,5,49000000.0,113.0,72.0,14.0,3.083757956294895,8.0,1.0,1.0,0.0,11.0,12.0,0.0
113,1,6914400.0,34.0,19.0,9.0,2.682218423183688,10.0,1.0,0.0,0.0,5.0,16.0,0.0
114,2,23020800.0,65.0,50.0,15.0,3.232315390477349,10.0,1.0,1.0,0.0,2.0,7.0,0.0
115,2,8500000.0,43.0,28.0,6.0,4.06314714190536,8.0,1.0,1.0,0.0,3.0,5.0,0.0
116,1,8513060.0,37.0,37.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,37.0,0.0
117,1,8570754.0,44.0,44.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,1.0,44.0,0.0
118,2,8600000.0,52.0,37.0,12.0,5.606433891187085,18.0,1.0,0.0,0.0,1.0,13.0,0.0
119,1,8611226.0,36.0,36.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,36.0,0.0
120,1,8650000.0,38.0,23.0,9.0,4.213277798727646,2.0,1.0,0.0,0.0,13.0,14.0,0.0
121,1,8672814.0,38.0,38.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,38.0,0.0
122,1,8700000.0,39.0,19.0,8.0,4.516430965779089,10.0,1.0,0.0,0.0,12.0,17.0,0.0
123,2,8700000.0,44.0,29.0,6.0,4.228866899663807,0.0,0.0,1.0,0.0,4.0,9.0,0.0
124,1,8700000.0,38.0,20.0,9.0,4.4086153274217255,10.0,1.0,0.0,0.0,6.0,17.0,0.0
125,1,8851913.0,40.0,40.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,40.0,0.0
126,1,8895300.0,44.0,0.0,3.0,3.9585047833703344,5.0,1.0,1.0,0.0,4.0,39.0,0.0
127,1,8896178.0,39.0,39.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,39.0,0.0
128,2,8900000.0,47.0,31.0,7.0,4.408777990159826,9.0,1.0,0.0,0.0,1.0,12.0,0.0
129,1,8900000.0,40.0,20.0,10.0,3.74510350755855,0.0,0.0,1.0,0.0,12.0,22.0,0.0
130,1,8900000.0,39.0,23.0,10.0,4.40338532586421,3.0,1.0,1.0,0.0,1.0,3.0,0.0
131,1,8943624.0,49.0,49.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,49.0,0.0
132,2,8950000.0,46.0,24.0,9.0,3.7925411548624357,5.0,1.0,0.0,0.0,1.0,5.0,0.0
133,1,8949981.0,38.0,38.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,38.0,0.0
134,2,9000000.0,48.0,31.0,7.0,3.989142087893989,7.0,1.0,1.0,0.0,7.0,12.0,0.0
135,1,9000000.0,36.0,16.0,10.0,3.5934132405184016,9.0,1.0,1.0,0.0,1.0,16.0,0.0
136,1,9000000.0,36.0,16.0,10.0,3.5934132405184016,5.0,1.0,1.0,0.0,1.0,16.0,0.0
137,2,9000000.0,54.0,34.0,9.0,2.961936391597006,3.0,1.0,0.0,0.0,4.0,6.0,0.0
138,1,9000000.0,31.0,18.0,5.0,2.675549951858794,11.0,1.0,0.0,0.0,3.0,9.0,0.0
139,2,9000000.0,52.0,40.0,7.0,3.95057131144174,8.0,1.0,1.0,0.0,1.0,8.0,0.0
140,4,64865000.0,154.0,87.0,18.0,3.510958734195867,5.0,1.0,0.0,0.0,4.0,12.0,0.0
141,4,85000000.0,158.0,85.0,17.0,2.7852984378923002,8.0,1.0,1.0,0.0,9.0,9.0,0.0
142,2,23020800.0,65.0,50.0,15.0,3.232315390477349,10.0,1.0,1.0,0.0,2.0,7.0,0.0
143,1,9000000.0,33.0,17.0,7.0,2.3461217034436106,4.0,1.0,1.0,0.0,4.0,12.0,0.0
144,1,9000000.0,40.0,20.0,10.0,4.004272487724219,7.0,1.0,1.0,0.0,1.0,12.0,0.0
145,1,9027459.0,41.0,41.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,1.0,41.0,0.0
146,1,9069305.0,53.0,53.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,53.0,0.0
147,1,9100000.0,38.0,19.0,10.0,3.2229710440510604,9.0,1.0,1.0,0.0,12.0,16.0,0.0
148,1,9106650.0,44.0,0.0,3.0,3.9585047833703344,5.0,1.0,1.0,0.0,7.0,39.0,0.0
149,2,9117548.0,53.0,53.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,3.0,6.0,0.0
150,1,9117548.0,53.0,53.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,53.0,0.0
151,1,9199000.0,34.0,19.0,9.0,2.519866040762372,5.0,1.0,1.0,0.0,16.0,16.0,0.0
152,2,9200000.0,44.0,29.0,6.0,2.904386745141798,6.0,1.0,1.0,0.0,1.0,5.0,0.0
153,1,9200000.0,38.0,19.0,8.0,4.248246053297887,11.0,1.0,1.0,0.0,9.0,17.0,0.0
154,2,9300000.0,42.0,27.0,5.0,5.941397462561736,7.0,1.0,1.0,0.0,8.0,9.0,0.0
155,2,9300000.0,45.0,29.0,6.0,4.716829079367601,15.0,1.0,1.0,0.0,6.0,12.0,0.0
156,1,9356608.0,42.0,42.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,2.0,6.0,0.0
157,2,9390000.0,37.0,22.0,8.0,4.360217773563832,2.0,1.0,1.0,0.0,1.0,9.0,0.0
158,1,9395149.0,41.0,41.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,41.0,0.0
159,1,9400000.0,38.0,18.0,7.0,4.248246053297887,9.0,1.0,1.0,0.0,6.0,17.0,0.0
160,1,9432900.0,44.0,0.0,3.0,3.9585047833703344,5.0,1.0,1.0,0.0,7.0,39.0,0.0
161,1,9500000.0,35.0,20.0,9.0,3.4027892785557907,9.0,1.0,1.0,0.0,5.0,12.0,0.0
162,1,9500000.0,30.0,18.0,6.0,2.527369852753031,4.0,1.0,0.0,0.0,1.0,5.0,0.0
163,1,9500000.0,38.0,20.0,10.0,3.6324049705797354,5.0,1.0,0.0,1.0,6.0,18.0,0.0
164,2,9500000.0,45.0,27.0,7.0,3.658480095077221,10.0,1.0,1.0,0.0,10.0,12.0,0.0
165,2,9500000.0,45.0,29.0,6.0,3.7035645248375726,15.0,1.0,1.0,0.0,4.0,5.0,0.0
166,1,9500000.0,40.0,21.0,9.0,3.1124469733011977,5.0,1.0,0.0,0.0,5.0,13.0,0.0
167,2,9500000.0,39.0,22.0,7.0,4.004272487724219,5.0,1.0,1.0,0.0,11.0,12.0,0.0
168,2,10500000.0,53.0,32.0,9.0,5.136509290050275,10.0,1.0,1.0,0.0,1.0,5.0,0.0
169,3,66923220.0,100.0,81.0,19.0,4.377537704560161,12.0,1.0,1.0,0.0,9.0,100.0,0.0
170,4,133510000.0,205.0,120.0,16.0,3.0249792966764035,10.0,1.0,1.0,0.0,2.0,7.0,0.0
171,2,9500000.0,43.0,29.0,6.0,2.9974031154940466,9.0,1.0,1.0,0.0,3.0,5.0,0.0
172,2,9500000.0,39.0,27.0,0.0,2.961936391597006,5.0,1.0,1.0,0.0,2.0,6.0,0.0
173,2,9700000.0,50.0,30.0,7.0,5.586579454867695,11.0,1.0,0.0,0.0,1.0,14.0,0.0
174,2,9700000.0,47.0,29.0,7.0,3.764954572605092,7.0,1.0,1.0,0.0,2.0,12.0,0.0
175,2,9700000.0,38.0,32.0,6.0,3.2712444399872997,11.0,1.0,1.0,0.0,3.0,17.0,0.0
176,1,9700000.0,35.0,20.0,9.0,3.4027892785557907,9.0,1.0,0.0,0.0,3.0,12.0,0.0
177,1,9750000.0,37.0,19.0,10.0,2.519866040762372,8.0,1.0,0.0,0.0,12.0,16.0,0.0
178,2,9768439.0,46.0,46.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,5.0,6.0,0.0
179,3,9800000.0,58.0,42.0,5.0,6.061912378931165,8.0,1.0,1.0,0.0,6.0,9.0,0.0
180,2,9800000.0,60.0,45.0,10.0,4.079333572472215,5.0,1.0,1.0,0.0,3.0,5.0,0.0
181,2,9800000.0,46.0,35.0,7.0,2.3461217034436106,4.0,1.0,1.0,0.0,10.0,12.0,0.0
182,1,9865843.0,45.0,45.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,1.0,45.0,0.0
183,3,9886025.0,59.0,59.0,1.0,4.101181851472022,5.0,1.0,0.0,1.0,3.0,6.0,0.0
184,1,9886025.0,59.0,59.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,3.0,59.0,0.0
185,2,9900000.0,42.0,28.0,5.0,3.590134353029796,10.0,1.0,1.0,0.0,4.0,5.0,0.0
186,2,9900000.0,43.0,28.0,6.0,3.7075530501558975,6.0,1.0,1.0,0.0,7.0,8.0,0.0
187,2,9500000.0,46.0,30.0,7.0,4.300751156554697,8.0,1.0,1.0,0.0,3.0,8.0,0.0
188,1,9900000.0,38.0,19.0,7.0,6.162945628420311,15.0,1.0,0.0,0.0,13.0,17.0,0.0
189,2,9900000.0,49.0,32.0,8.0,3.989142087893989,12.0,1.0,0.0,0.0,7.0,12.0,0.0
190,1,9900000.0,38.0,19.0,9.0,2.7666072649413405,3.0,1.0,0.0,0.0,10.0,14.0,0.0
191,1,9900000.0,30.0,15.0,8.0,2.547037804402534,7.0,1.0,0.0,0.0,7.0,8.0,0.0
192,2,9900000.0,44.0,32.0,7.0,2.6136786104819274,15.0,1.0,1.0,0.0,1.0,9.0,0.0
193,2,9930382.0,46.0,46.0,1.0,4.126903486073463,5.0,1.0,0.0,1.0,1.0,6.0,0.0
194,1,9930382.0,46.0,46.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,1.0,46.0,0.0
195,2,9950000.0,40.0,27.0,5.0,2.6091423648096215,10.0,1.0,0.0,0.0,1.0,8.0,0.0
196,2,28800000.0,64.0,49.0,10.0,1.3433676718254948,7.0,1.0,0.0,0.0,2.0,4.0,0.0
197,5,95000000.0,190.0,130.0,12.0,3.510958734195867,5.0,1.0,0.0,0.0,9.0,14.0,0.0
198,1,15916441.0,50.0,50.0,13.0,3.8180550162034828,0.0,0.0,1.0,0.0,2.0,13.0,0.0
199,1,9990000.0,35.0,20.0,10.0,2.6672727533305602,12.0,1.0,0.0,0.0,5.0,8.0,0.0
200,2,10000000.0,38.0,23.0,8.0,3.701774581134722,4.0,1.0,0.0,0.0,8.0,9.0,0.0
201,2,10000000.0,38.0,23.0,6.0,3.659775828918481,5.0,1.0,1.0,0.0,2.0,9.0,0.0
202,1,9500000.0,33.0,18.0,9.0,3.785857977154894,11.0,1.0,0.0,0.0,9.0,9.0,0.0
203,3,10000000.0,54.0,38.0,5.0,4.808639347449243,0.0,0.0,1.0,0.0,1.0,9.0,0.0
204,2,10000000.0,40.0,28.0,6.0,5.1491335207386815,12.0,1.0,1.0,0.0,3.0,12.0,0.0
205,2,10000000.0,41.0,25.0,6.0,2.6512425276895537,11.0,1.0,0.0,0.0,1.0,8.0,0.0
206,2,10000000.0,48.0,32.0,9.0,4.2981890980495425,10.0,1.0,0.0,0.0,7.0,14.0,0.0
207,1,10000000.0,34.0,19.0,9.0,4.289105570833525,3.0,1.0,1.0,1.0,2.0,12.0,0.0
208,1,9999999.0,35.0,20.0,10.0,6.058362842223083,10.0,1.0,1.0,0.0,9.0,12.0,0.0
209,1,10000000.0,35.0,19.0,8.0,4.851539513500314,0.0,0.0,0.0,0.0,3.0,12.0,0.0
210,2,10000000.0,41.0,28.0,5.0,3.6231790912013095,3.0,1.0,1.0,0.0,9.0,9.0,0.0
211,2,10000000.0,43.0,28.0,6.0,4.808639347449243,9.0,1.0,0.0,0.0,5.0,9.0,0.0
212,2,10029600.0,50.0,28.0,11.0,2.682218423183688,5.0,1.0,0.0,0.0,8.0,16.0,0.0
213,2,10100000.0,52.0,31.0,10.0,3.915665883633478,0.0,0.0,0.0,0.0,7.0,12.0,0.0
214,2,10100000.0,44.0,32.0,7.0,2.6136786104819274,11.0,1.0,1.0,0.0,1.0,9.0,0.0
215,2,10100000.0,44.0,32.0,7.0,2.6136786104819274,10.0,1.0,1.0,0.0,1.0,9.0,0.0
216,1,10200000.0,48.0,48.0,0.0,3.9081806218664883,7.0,1.0,0.0,0.0,20.0,44.0,0.0
217,1,10250000.0,37.0,18.0,10.0,3.173294454553112,5.0,1.0,0.0,0.0,6.0,9.0,0.0
218,1,10290000.0,30.0,15.0,8.0,3.5138250908738384,5.0,1.0,1.0,0.0,2.0,14.0,0.0
219,2,10000000.0,39.0,24.0,6.0,4.5182494799044,6.0,1.0,0.0,0.0,14.0,14.0,0.0
220,2,10300000.0,39.0,26.0,7.0,3.8730278648421295,0.0,0.0,1.0,0.0,4.0,12.0,0.0
221,2,10329300.0,49.0,28.0,11.0,2.682218423183688,5.0,1.0,0.0,0.0,13.0,16.0,0.0
222,2,10500000.0,52.0,31.0,10.0,3.1486651902695564,8.0,1.0,0.0,0.0,8.0,12.0,0.0
223,1,10403243.0,46.0,46.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,2.0,46.0,0.0
224,3,79562148.0,131.0,0.0,1.0,2.1671193287453425,6.0,1.0,1.0,0.0,3.0,11.0,0.0
225,3,167862174.0,181.0,169.0,0.0,4.7544283036942945,7.0,1.0,0.0,0.0,3.0,8.0,0.0
226,2,30000000.0,51.0,16.0,23.0,1.8713742505284643,8.0,1.0,1.0,0.0,4.0,8.0,0.0
227,3,10478000.0,69.0,53.0,3.0,4.199783454105702,0.0,0.0,1.0,0.0,16.0,19.0,0.0
228,1,10485169.0,46.0,46.0,1.0,4.079333572472215,6.0,1.0,1.0,1.0,4.0,46.0,0.0
229,2,10490000.0,46.0,28.0,7.0,2.3461217034436106,4.0,1.0,1.0,0.0,6.0,12.0,0.0
230,2,10500000.0,47.0,35.0,9.0,3.786575827660999,11.0,1.0,0.0,1.0,1.0,12.0,0.0
231,3,10500000.0,65.0,47.0,9.0,5.367344409824559,9.0,1.0,1.0,0.0,3.0,5.0,0.0
232,1,10500000.0,30.0,17.0,7.0,2.047403441842498,5.0,1.0,0.0,1.0,5.0,5.0,0.0
233,1,10500000.0,35.0,19.0,10.0,4.887841314216059,2.0,1.0,1.0,0.0,2.0,5.0,0.0
234,2,10500000.0,38.0,23.0,7.0,3.4560453995556615,8.0,1.0,0.0,0.0,6.0,9.0,0.0
235,1,10500000.0,37.0,17.0,9.0,2.883746764475803,10.0,1.0,1.0,0.0,1.0,9.0,0.0
236,2,10500000.0,55.0,32.0,8.0,5.963078180420029,14.0,1.0,0.0,0.0,7.0,17.0,0.0
237,2,10500000.0,40.0,28.0,6.0,3.7608742805495705,10.0,1.0,1.0,0.0,3.0,5.0,0.0
238,1,10500000.0,39.0,19.0,9.0,3.9729686680471294,3.0,1.0,0.0,0.0,11.0,17.0,0.0
